Nom du fichier,Aire du Rectangle,Aire de l'enveloppe,Ratio
test-764.points,140994.52715382425,112775.5,1.2502230285285745,1.1848005329796873
test-765.points,137049.30218978104,109937.0,1.2466167185731922,1.1604124475824278
test-766.points,128118.0,107112.5,1.196106896954137,1.1635467451176054
test-767.points,135284.17593360983,108132.0,1.251102133814318,1.3239352369496322
test-768.points,142829.45316070068,112618.0,1.268264870275628,1.2913537635399126
test-769.points,143929.6629741357,112874.0,1.275135664317165,1.0978799047336014
test-770.points,140783.56550040623,113366.5,1.2418445087429375,1.115763027297656
test-771.points,141870.82948870392,113645.0,1.2483684235004084,1.1132695491610933
test-772.points,133688.0,105076.0,1.2722981461037726,1.2050197054593066
test-773.points,134417.19502074688,104359.5,1.2880206883009873,1.171096285514146
test-774.points,137591.39676840216,108102.5,1.2727864459046012,1.1674485572607034
test-775.points,142821.41509433952,112637.5,1.267973943796156,1.2211065182957095
test-776.points,136926.23076923075,109511.0,1.2503422557481052,1.3078044656640309
test-777.points,134588.64288681454,107632.0,1.250451937033731,1.1954536050787337
test-778.points,143542.15169855522,114132.0,1.257685414244517,1.1279505548032907
test-779.points,136179.5125885656,111193.0,1.2247129998162258,1.1202964120033765
test-780.points,132647.60084635008,105970.5,1.2517408226473412,1.32829850487083
test-781.points,133314.2797927461,107830.0,1.2363375664726524,1.1197186280171538
test-782.points,139202.98149466183,112376.5,1.238719674439601,1.3418626972705432
test-783.points,136358.57154742142,110098.0,1.2385199690041728,1.2907074196247024
test-784.points,141523.10206407495,111238.5,1.2722492847716838,1.1559315071437335
test-785.points,137926.01877525638,108578.5,1.2702884896665212,1.2026065447650744
test-786.points,140694.910886837,112581.0,1.2497216305312353,1.1999900824455874
test-787.points,143666.62681076102,113821.5,1.2622099235272863,1.1637587804709946
test-788.points,136922.7527912214,108104.0,1.2665835934953507,1.1416301398585855
test-789.points,134761.73245901617,110446.5,1.2201539429408463,1.1503541425874038
test-790.points,138374.67632786877,110736.5,1.2495850629906922,1.1187904490668263
test-791.points,143857.0058823527,113931.5,1.2626622653291908,1.102085898830688
test-792.points,141834.89743075872,111077.5,1.2769003392294453,1.1294531482269201
test-793.points,141421.68297825925,112019.0,1.262479427403023,1.119227846667146
test-794.points,140655.30675909878,110418.0,1.2738439997020303,1.1407484239050083
test-795.points,136351.555919705,108291.0,1.2591217729978021,1.148618795039114
test-796.points,134983.874619913,109300.0,1.2349851291849314,1.1981493533617118
test-797.points,133527.88771283935,108160.0,1.234540381960423,1.1516648114264452
test-798.points,141653.1439116737,114463.0,1.237545267131507,1.1361174708546085
test-799.points,139396.09007164784,111547.5,1.2496567836271348,1.1797550837450452
test-800.points,142326.84065277962,114054.5,1.247884482004477,1.1425900495956236
test-801.points,140718.60088626278,110049.5,1.2786845999869403,1.2556495559086678
test-802.points,131152.0000000001,105599.0,1.2419814581577486,1.3527276117489915
test-803.points,137108.12607003888,108778.5,1.2604340570061077,1.1457392688183663
test-804.points,140839.17467166972,112974.0,1.24665121772859,1.1696185067907394
test-805.points,143215.22213407373,112188.5,1.2765588463530018,1.1618233266608182
test-806.points,135321.88478333893,105458.5,1.2831766503727906,1.240419506213606
test-807.points,142041.83039370936,111759.0,1.2709654738652758,1.198633232467081
test-808.points,141528.22780736475,111319.0,1.2713753070667608,1.2792679807187857
test-809.points,131066.67761226484,106013.0,1.2363264657378326,1.1889289123391897
test-810.points,140705.96178343936,111462.0,1.2623671007467958,1.1165361602997612
test-811.points,134736.59326107212,111709.5,1.2061337062745077,1.1875665882647892
test-812.points,136606.58169397173,109054.5,1.2526450691532374,1.132781603349431
test-813.points,140540.83739805972,108999.0,1.2893773098657761,1.1560020953631152
test-814.points,137802.86061940042,112241.5,1.2277353796893344,1.300046346253071
test-815.points,137986.84615384613,109020.0,1.2657021294610726,1.317411346979117
test-816.points,126287.66918630495,103421.0,1.2211027662303107,1.3064868214981198
test-817.points,130271.50250427028,105698.5,1.232482036209315,1.1815716548179405
test-818.points,135853.11999999994,108295.5,1.254466898439916,1.1697487091566217
test-819.points,138083.39336331037,110267.5,1.252258311499856,1.165211586310022
test-820.points,138931.5956817774,111777.0,1.2429354489901983,1.130338565962638
test-821.points,131617.84781873517,107325.5,1.2263427407161873,1.3536196539544092
test-822.points,136023.26420824367,112656.5,1.2074160319932155,1.1313772434849738
test-823.points,134749.15202635256,107411.0,1.254519109088944,1.1286832995014138
test-824.points,142429.51724137925,112910.0,1.2614428947071052,1.1591871051058156
test-825.points,137447.65501799274,109576.5,1.2543533971060652,1.1217385281589214
test-826.points,132643.6491743119,105888.5,1.2526728509168785,1.2224559490492408
test-827.points,135580.93930599274,106636.0,1.2714368440863568,1.2799656937843609
test-828.points,144253.3615384615,113562.0,1.2702608402323092,1.2260959980645556
test-829.points,132725.7127784291,108836.5,1.2194963342116762,1.1371097932027365
test-830.points,141183.24260355023,113301.0,1.2460899957065712,1.1401220166381352
test-831.points,137348.96815286612,108491.5,1.2659882862055194,1.1599059906666214
test-832.points,141713.00653983324,112023.0,1.2650349172922815,1.232634792771542
test-833.points,141929.43547436644,112991.5,1.256107189251992,1.1523447020667563
test-834.points,142594.17999282893,114026.5,1.2505354456449065,1.1466398339164439
test-835.points,138679.01571301493,107323.0,1.2921649200359189,1.2341995129918915
test-836.points,131908.68835257078,104989.5,1.256398862291665,1.254828775594982
test-837.points,130315.13876454785,109972.5,1.184979324508835,1.1255456780516315
test-838.points,139993.75542064043,109502.0,1.278458433824409,1.2663280571120028
test-839.points,138534.01901469321,108632.0,1.2752597670547647,1.260489720605441
test-840.points,138022.50209438705,110889.5,1.2446850431680823,1.1900060647224282
test-841.points,132587.99999999994,105949.5,1.251426387099514,1.1268104854678658
test-842.points,139739.41380175654,110295.5,1.2669548059690245,1.1171113038988751
test-843.points,135432.0,108463.0,1.248647004047463,1.3580182906653446
test-844.points,136859.53009875488,108450.0,1.2619597058437517,1.304826695916757
test-845.points,133778.46873121813,106326.0,1.2581914934373355,1.1821769062609149
test-846.points,131785.2328026434,109014.0,1.2088835636032382,1.115946786738158
test-847.points,140092.9527786306,111297.0,1.2587307185155987,1.1572679754732522
test-848.points,138725.31987568445,108125.5,1.2830028057737024,1.1494576096340223
test-849.points,131924.8221719458,106593.5,1.23764415439915,1.2055589751095266
test-850.points,141087.38823529417,111525.5,1.2650684214398875,1.1631705090376336
test-851.points,138067.2034320509,112622.0,1.2259345725706425,1.1791984532200335
test-852.points,146489.39999999997,115178.5,1.2718467422305375,1.1672174416876453
test-853.points,130026.16082474223,104504.0,1.24422185585951,1.3762618004038703
test-854.points,137537.50949223357,111920.0,1.2288912570785702,1.2811599870958725
test-855.points,138607.66561886045,109027.0,1.2713150469045325,1.207406444982459
test-856.points,134883.59547169812,109148.5,1.235780569331673,1.1226517036080046
test-857.points,134838.84082909653,106420.5,1.2670382194135204,1.2317405514036854
test-858.points,136999.60376815763,106447.0,1.2870217457340989,1.2308491445193694
test-859.points,135559.3089489273,109728.0,1.2354121915001395,1.1471024720813112
test-860.points,137428.30666031298,109091.0,1.2597584279208458,1.17618240846493
test-861.points,130125.2253931275,101457.0,1.2825652778332446,1.2314350301759183
test-862.points,138422.38132295723,111140.5,1.2454720045614085,1.207475960027208
test-863.points,135248.19178082183,105793.5,1.2784168382823313,1.2379510760947794
test-864.points,133288.2448173741,106291.5,1.2539878053971776,1.152365713192959
test-865.points,138580.5698166431,106678.5,1.2990487288126764,1.2568466284324293
test-866.points,137843.76203966007,107574.5,1.281379528044844,1.1639537593073204
test-867.points,134024.17105625398,106047.5,1.2638126410924726,1.1649184529096748
test-868.points,136889.49522193443,108709.0,1.2592287227546424,1.2906818242026208
test-869.points,134340.79141422882,107515.5,1.2495016198987943,1.1562024053266227
test-870.points,137755.8756447983,110288.0,1.249055886812693,1.2180233884258025
test-871.points,133081.3720459149,109156.5,1.21917954538589,1.1090185560396115
test-872.points,140999.75803638174,110695.5,1.2737623303240126,1.247333682869904
test-873.points,137509.0400226543,106954.0,1.2856839391014296,1.2853267613552015
test-874.points,140293.51108126258,109099.5,1.2859225851746579,1.2605114389216319
test-875.points,137411.6671673175,108158.0,1.2704715986549076,1.2681206801831648
test-876.points,141185.69975737968,112394.0,1.2561675868585485,1.1114275707111716
test-877.points,139299.19999999998,113035.0,1.2323545804396867,1.1745534521976475
test-878.points,140102.86672988546,110957.0,1.2626771337534852,1.2789344194919396
test-879.points,145076.5317919072,115226.0,1.2590607310147641,1.149886997281021
test-880.points,133914.61478273015,110495.0,1.2119518058077754,1.1250811592434067
test-881.points,140973.37369022184,110888.5,1.2713074276432799,1.1540210308974044
test-882.points,136303.40835249613,109385.0,1.2460886625451033,1.174004946708248
test-883.points,137865.2737711805,112855.0,1.221614228622396,1.149001765575086
test-884.points,139497.96248092628,108025.0,1.291348877398068,1.1412019331268597
test-885.points,140892.60508380114,112699.0,1.250167304801295,1.2347580949030874
test-886.points,136267.94014313596,109057.5,1.249505445688155,1.115738232233004
test-887.points,136730.14913519227,110161.0,1.2411847126949853,1.1789730571932546
test-888.points,138775.32473921555,113535.0,1.2223131610447486,1.2187787062518218
test-889.points,139974.3486146096,110017.0,1.272297450526824,1.250571614386912
test-890.points,140532.28900187247,109876.5,1.279002234343763,1.095056815716366
test-891.points,139978.0726840854,110730.0,1.2641386497253264,1.1864579968588997
test-892.points,138098.97612693484,109519.0,1.2609590676223745,1.143891997812116
test-893.points,130150.5520803443,103055.5,1.2629170891446289,1.1607464715406672
test-894.points,136273.38823529414,108727.0,1.2533537045563121,1.1170315289091222
test-895.points,132452.90717408067,107842.0,1.2282126367656447,1.157258939078322
test-896.points,141949.28602022602,110627.5,1.2831283905016928,1.169246155192061
test-897.points,139637.74111675128,110357.5,1.2653217145798996,1.3738375930670355
test-898.points,135843.00534124568,107269.5,1.266371199094297,1.1555574363889942
test-899.points,136195.72877136682,110607.5,1.2313426193645713,1.109151999025642
test-900.points,134228.76662202232,106419.5,1.2613173959849682,1.135017586773163
test-901.points,142502.20390655927,111664.5,1.2761639008508459,1.1047240102698248
test-902.points,139365.8973791577,108614.0,1.2831301432518616,1.3409979428155971
test-903.points,141579.05378973097,110108.5,1.285814026980033,1.1636510064633416
test-904.points,133774.00461856462,107126.5,1.2487480186374484,1.1905587290004227
test-905.points,130720.1145894861,107623.0,1.2146113246191437,1.2431447502342325
test-906.points,126901.49240145639,105599.5,1.2017243680268976,1.3151571067218082
test-907.points,133914.37069685434,107990.0,1.240062697442859,1.170600325374906
test-908.points,141471.82023276621,111155.0,1.2727436483537962,1.114102174495922
test-909.points,139160.33415572875,112093.5,1.241466580628928,1.1471138233634939
test-910.points,134174.7443930224,108927.5,1.2317802611188398,1.2514878659868351
test-911.points,136768.1391955096,108254.0,1.2634003288147284,1.249877350545123
test-912.points,134328.6928478543,109707.5,1.2244257944794505,1.3594304751578656
test-913.points,136027.00390080802,110123.0,1.2352279169729123,1.1437356605117313
test-914.points,132494.18710052286,105484.0,1.2560595644886698,1.1972221977133584
test-915.points,139878.55115103867,111068.0,1.2593956058544196,1.1243477875323902
test-916.points,133134.29186462262,108828.5,1.2233403186171143,1.1661808775854219
test-917.points,134436.9230769231,108521.5,1.23880450488542,1.2320456278848455
test-918.points,134882.77110225038,107070.0,1.2597625021224468,1.1612426679535854
test-919.points,142260.41257367382,112942.5,1.2595826422619814,1.1791415882111886
test-920.points,138198.72561768524,108210.0,1.2771345126853826,1.1735835709474616
test-921.points,134472.21462710793,107371.5,1.2524013786443138,1.2013634612951543
test-922.points,145935.21371841134,113509.5,1.2856651973483395,1.2537374298647266
test-923.points,130059.87932513577,105156.0,1.236827944436226,1.375523440809778
test-924.points,132271.7278021129,104732.0,1.2629542814241388,1.2216254927053773
test-925.points,133022.42436619,106150.5,1.2531492961991701,1.3744498050419924
test-926.points,135430.74324324317,108118.0,1.2526197602919327,1.4139424539880996
test-927.points,129987.20000000001,105949.5,1.2268788432224786,1.2471977999614445
test-928.points,136323.76470588235,110882.0,1.2294490062037333,1.1639326687772367
test-929.points,136234.0,111065.0,1.226615045243776,1.2564314911027668
test-930.points,136345.98914826498,109153.0,1.2491272722533049,1.1437379068320979
test-931.points,136450.7164261931,107608.5,1.2680291652257312,1.2166063617025238
test-932.points,129875.70199654913,106957.5,1.214273912503089,1.3732865955969973
test-933.points,136032.0645121193,105951.0,1.2839148711396713,1.18594993664558
test-934.points,134163.62942167313,108069.5,1.2414569274556941,1.1394367843229696
test-935.points,135150.52779497323,105286.5,1.2836453656924034,1.2279626482399362
test-936.points,131931.21776870047,102217.5,1.2906911024893044,1.3323255759045205
test-937.points,142674.4140210488,111086.5,1.2843542106470975,1.1207102206109736
test-938.points,140567.54627913775,111639.5,1.259120170541231,1.1748805493525907
test-939.points,140055.84209371216,110466.5,1.2678580573632021,1.296204474002033
test-940.points,137271.90154740837,107659.5,1.2750560939574154,1.1511701498303204
test-941.points,141843.32082841315,112160.0,1.2646515765728705,1.124709749226895
test-942.points,124979.40243110328,103787.0,1.204191299788059,1.272346201343266
test-943.points,141723.65352617428,111844.5,1.267149064336416,1.1637182369298427
test-944.points,135571.51710618436,109725.5,1.235551600185776,1.1336560334969947
test-945.points,130862.8498755875,106797.0,1.2253420028239324,1.1873835229993264
test-946.points,144518.3483121438,113117.5,1.277594963751354,1.2347476038257459
test-947.points,144226.69109826587,112877.5,1.2777275462183861,1.199122086945051
test-948.points,136548.54775127117,108388.5,1.2598066008042474,1.1466703119722714
test-949.points,132672.37377049177,104966.0,1.2639556977544326,1.2353721412600724
test-950.points,140005.59789690247,111883.0,1.2513572025857589,1.2473463090317507
test-951.points,131790.6996358339,108005.0,1.2202277638612464,1.1327158153603218
test-952.points,139545.80046118365,113145.0,1.2333359888743087,1.1159110398712895
test-953.points,134364.08990971599,105501.0,1.2735811974267162,1.2355714827797921
test-954.points,131729.8618887015,105130.0,1.2530187566698516,1.2723536711624421
test-955.points,134672.79147713672,108487.0,1.2413726204719158,1.1997428373695522
test-956.points,138512.47706422015,111006.0,1.247792705477363,1.3172192677885695
test-957.points,136460.50146036854,108355.5,1.2593777100411936,1.1852816159325787
test-958.points,138419.87353878847,110147.0,1.2566831011174926,1.0994250359831694
test-959.points,143425.44112176276,112022.0,1.2803328017868165,1.148860133656567
test-960.points,140405.75883819856,112670.0,1.2461680912239155,1.0857967296725908
test-961.points,130624.32005963844,106613.5,1.2252136930092197,1.2544458554217308
test-962.points,135103.8427745666,109706.5,1.2315026254102228,1.1622204218133456
test-963.points,127711.47586206895,106471.5,1.1994897776594577,1.4128874039657213
test-964.points,122848.77296032387,99733.5,1.2317703977131442,1.4273284390667145
test-965.points,141378.68852459014,111261.5,1.270688320080083,1.236522078073093
test-966.points,139164.18403382247,109448.5,1.2715038034675896,1.1767871754869497
test-967.points,136644.15370012302,108131.5,1.2636849918860187,1.1849550345944484
test-968.points,130391.24746792705,107202.0,1.2163135712759747,1.2893508035583061
test-969.points,140982.3708136107,110178.5,1.2795815046820451,1.1882986033478786
test-970.points,136550.81081081083,110452.5,1.2362853788806123,1.1099946237013616
test-971.points,140282.33109533854,111933.5,1.253264939409011,1.222545480334733
test-972.points,136142.73830155976,111141.5,1.2249496209926962,1.0963733889321507
test-973.points,138770.32925357652,110556.5,1.2551982855243837,1.1655732989298229
test-974.points,143429.5875102711,112706.0,1.2725993958642052,1.2245402209879592
test-975.points,139131.32826582686,109180.5,1.2743239705426048,1.1911228620650585
test-976.points,131345.4970332956,107886.0,1.217447092609751,1.2488174201400057
test-977.points,137476.7504885414,112836.5,1.2183712760369332,1.1952643594161296
test-978.points,137659.70579762317,110744.0,1.2430443707796646,1.1867431210470618
test-979.points,130169.15904700586,101918.0,1.277194990551285,1.2013974351093708
test-980.points,141590.00437956225,112849.0,1.2546855034564972,1.226879495280094
test-981.points,135588.40063592987,111127.0,1.2201211284020073,1.136038170313403
test-982.points,133651.79301423003,108246.0,1.2347042201488279,1.2597356659913006
test-983.points,141218.1406534292,112294.0,1.2575751211411936,1.167456906940614
test-984.points,144665.26496602996,113463.0,1.2749994708938595,1.1525672831264457
test-985.points,139133.10024449872,109187.5,1.2742585025254605,1.1297577189821786
test-986.points,135799.12854298635,106718.0,1.272504437330032,1.2014725504149908
test-987.points,135653.6165084781,112006.0,1.2111281226762682,1.1694406741878378
test-988.points,140374.05405405402,109598.0,1.2808085371453313,1.3710089271019377
test-989.points,135262.83346677342,108093.0,1.2513560865807538,1.2456403070780726
test-990.points,142401.62443615298,111228.0,1.2802677782226866,1.1759819165969645
test-991.points,140251.62352941185,109887.5,1.2763200867197075,1.1731883933406027
test-992.points,141936.86578743195,112138.0,1.2657338795718842,1.2916146554761399
test-993.points,138934.61902471868,109949.0,1.2636278549574682,1.1766313389751668
test-994.points,136167.92401306913,113886.5,1.1956458756136077,1.193386209136479
test-995.points,144010.2879999999,113798.0,1.2654905007117867,1.2345182040735174
test-996.points,137438.92504526244,107244.0,1.281553513905323,1.2026998835828548
test-997.points,137833.243902439,110479.0,1.2475967731644837,1.1469111315729525
test-998.points,139962.62039660054,112259.5,1.2467775145675914,1.104922346420806
test-999.points,130486.44312892584,107813.0,1.210303424716183,1.248691001947019
test-1000.points,136832.12520189027,111151.5,1.2310416431797166,1.2381735654568444
test-1001.points,137454.3888541014,108963.5,1.2614718585040072,1.162368629280619
test-1002.points,136089.12667327706,109474.0,1.2431182442705762,1.1240111238515287
test-1003.points,141296.07160513516,110954.5,1.273459585732306,1.2284916540184057
test-1004.points,137311.9999999999,111885.5,1.2272546487257054,1.137551565316039
test-1005.points,134190.06318268031,107935.5,1.2432430774182759,1.1287446760380047
test-1006.points,139364.2515640435,108717.0,1.2818993493569864,1.246916080630461
test-1007.points,133391.20265251974,107696.0,1.2385901301117939,1.2899837096433828
test-1008.points,138988.05055762018,109976.5,1.2637977254924477,1.3252827990099183
test-1009.points,135579.1054313099,107693.0,1.2589407429573871,1.249895002508934
test-1010.points,142802.0822138635,112577.0,1.2684836353239426,1.161542190429582
test-1011.points,132386.75999999998,110039.0,1.2030894501040539,1.3832275777044392
test-1012.points,141657.323164088,111879.0,1.2661654391269854,1.186155387564793
test-1013.points,141313.90001358508,111007.5,1.2730121839838306,1.1166364089206255
test-1014.points,139198.4077328646,110921.5,1.2549272028674747,1.150851934272845
test-1015.points,131649.0088972494,107368.5,1.2261418283504883,1.2677452736383328
test-1016.points,136168.45963401507,108148.0,1.2590936460592437,1.1748944443613698
test-1017.points,136576.27722772275,107632.5,1.2689129884349313,1.2730257020500575
test-1018.points,136012.46180726672,107369.5,1.2667700027220647,1.2563872627215225
test-1019.points,139469.61918194636,110937.0,1.2571965997092616,1.1486923046417834
test-1020.points,138910.33651120844,111223.0,1.2489353507027183,1.108332690323627
test-1021.points,137964.30309173843,109816.5,1.2563167018775725,1.3538650612732068
test-1022.points,142809.92901947832,110091.5,1.297193053228254,1.1372317337971927
test-1023.points,136006.10251537737,108737.0,1.25078034629774,1.1512014114561895
test-1024.points,139390.43215320635,109353.5,1.2746773734101455,1.2343543584909502
test-1025.points,139429.38295081965,110922.5,1.2569982010035805,1.1859538280117852
test-1026.points,132341.63275039737,108425.0,1.2205822711588414,1.3166057753978084
test-1027.points,138927.59999999998,111200.0,1.249348920863309,1.1016126345056418
test-1028.points,138383.25145228213,107918.5,1.2822940594270873,1.2757219948249139
test-1029.points,140663.99224018425,110103.5,1.2775614965935165,1.1298124315238547
test-1030.points,140223.55386081984,112153.5,1.250282459850293,1.1841825021101902
test-1031.points,139223.52785145887,109646.5,1.2697489464001028,1.1271268339720646
test-1032.points,133680.75040788055,108018.5,1.2375727343730987,1.3613042885214295
test-1033.points,140707.97663999992,109170.5,1.2888827718110654,1.136717278318065
test-1034.points,128954.19819427821,108537.5,1.1881073195372864,1.217515269148842
test-1035.points,141490.97869836408,111593.0,1.2679198399394593,1.2654608716773024
test-1036.points,131128.49508130897,104804.0,1.2511783432054975,1.2086628044401904
test-1037.points,129222.44635193131,107778.0,1.19896867961858,1.1559569547620232
test-1038.points,135572.12852897478,105698.5,1.2826305815974188,1.3508741151948043
test-1039.points,122156.5882352941,99985.5,1.2217430350930294,1.1952506548905157
test-1040.points,138692.46284470242,109368.5,1.2681207371839462,1.3570108503497234
test-1041.points,134870.25210769635,105889.5,1.2736886292568796,1.1411553784562949
test-1042.points,135988.2606334841,108482.0,1.2535559874770388,1.156517883211393
test-1043.points,142994.74111675128,113273.5,1.2623847688713712,1.104488872031579
test-1044.points,133742.94420159422,108093.5,1.2372894225979751,1.2191891078904904
test-1045.points,144168.7152068474,113919.5,1.265531495545955,1.100003018773359
test-1046.points,140055.72645147075,109573.0,1.278195599750584,1.21797043565458
test-1047.points,135514.08260168423,111111.0,1.219627963043121,1.1196867812100084
test-1048.points,130471.78359949753,103528.0,1.2602560041679307,1.242994193164985
test-1049.points,135508.67584807175,107044.5,1.265909746395861,1.2468566648171746
test-1050.points,134202.56028589187,108431.0,1.237677050713282,1.1545907396586537
test-1051.points,136238.1624307281,108547.0,1.2551075794884068,1.157473184340903
test-1052.points,136367.86379385018,110819.0,1.2305458792612294,1.1278887574655636
test-1053.points,136868.51219613373,107383.0,1.2745826825115123,1.2033506118361834
test-1054.points,137022.95105986085,107120.0,1.2791537626947427,1.3158285656871962
test-1055.points,136520.779167411,107318.0,1.272114455798757,1.4305941683609438
test-1056.points,139439.74652987323,110815.5,1.2583054403930247,1.1588058007255486
test-1057.points,137156.0856231422,109932.0,1.2476447769816086,1.117662618456923
test-1058.points,132877.35041797993,106798.5,1.2441874222763423,1.3007136323955368
test-1059.points,138644.07016145095,108337.5,1.2797421960212387,1.1371586829959168
test-1060.points,134631.66529195878,106813.0,1.2604426922936232,1.255063253401822
test-1061.points,140329.03717472113,111421.0,1.2594487320587782,1.3641097479945343
test-1062.points,134460.0,109499.5,1.2279508125607879,1.1520384280745621
test-1063.points,142691.06021282112,111492.0,1.2798322768702788,1.2014949010953466
test-1064.points,138108.01062473436,110315.0,1.251942261929333,1.206423127094423
test-1065.points,128958.1442386493,104768.0,1.2308924885332286,1.162588072057971
test-1066.points,137026.86965977942,108668.5,1.260962189224839,1.141297634151115
test-1067.points,140702.00623369007,112046.5,1.255746553740546,1.185013847509161
test-1068.points,137029.4653465345,109559.5,1.2507310214681018,1.1277009866096648
test-1069.points,142117.6618377985,112793.5,1.2599809549113958,1.2955922164022837
test-1070.points,141678.17616580307,113805.5,1.2449150187451667,1.2092942502907318
test-1071.points,136870.5075518672,108386.5,1.2628003261648564,1.175957322638719
test-1072.points,128553.93991897786,106196.0,1.2105346709760996,1.1572649048361132
test-1073.points,134612.95218395223,108895.0,1.236172020606568,1.2172070244051167
test-1074.points,135979.44483985764,110231.5,1.2335806447327455,1.1879470945215154
test-1075.points,139040.9407616361,110484.0,1.2584712787520012,1.1305027655404918
test-1076.points,132193.49897412135,108347.0,1.2200937633171325,1.260518785938089
test-1077.points,138389.2258345428,109114.0,1.2682994467670765,1.1430607675453024
test-1078.points,128295.48417675367,102831.0,1.247634314328886,1.2777176221306608
test-1079.points,139380.31217533257,111811.5,1.2465650865548943,1.1169890849749524
test-1080.points,134237.22753792294,104719.0,1.2818803420384357,1.2273439314034909
test-1081.points,129056.3929668828,103430.5,1.2477595386939326,1.1657807675327967
test-1082.points,142581.30369176678,111544.0,1.2782516647400737,1.1440783501663787
test-1083.points,141228.227029736,109148.0,1.2939149322913477,1.4428513643986909
test-1084.points,142679.23234964514,110639.5,1.2895867420735374,1.1282006962777429
test-1085.points,139587.57474600864,111772.0,1.2488599537094143,1.1129389286866371
test-1086.points,138822.09403958352,110903.0,1.2517433616726645,1.2964822802422258
test-1087.points,141379.49152647582,112913.5,1.2521044120187206,1.2960729382231044
test-1088.points,128158.04744690454,101622.5,1.2611188215887676,1.3656475981425442
test-1089.points,133294.07200587794,106553.5,1.2509591144906356,1.2662876910313197
test-1090.points,144661.18339100343,113708.0,1.2722164086168382,1.3155567028277606
test-1091.points,141429.93110611034,111499.5,1.268435563442978,1.2445050410047827
test-1092.points,141949.3319587625,112830.0,1.2580814673292784,1.1494802728236926
test-1093.points,138818.35368554253,110779.5,1.2531050752670172,1.2069754733881815
test-1094.points,131772.0,105958.0,1.2436248324807944,1.3128867991593827
test-1095.points,142035.96828543107,112629.5,1.261090285275448,1.1118341760955248
test-1096.points,129882.25189263567,104543.0,1.242381143573799,1.2690210106517585
test-1097.points,139716.4675962967,109836.0,1.2720462106804389,1.3945906968233932
test-1098.points,132960.25751072902,106989.5,1.2427411803095538,1.317784893414454
test-1099.points,128095.24651291255,105566.5,1.2134081030716426,1.2207461667869761
test-1100.points,139092.67238835988,110792.5,1.2554340085146547,1.2792546682740595
test-1101.points,131637.59615565828,107759.5,1.2215869241752075,1.3226815717088356
test-1102.points,131667.00102422136,109369.5,1.2038731184125497,1.382963331033748
test-1103.points,143318.08867357168,112621.0,1.2725698464191553,1.115131535561985
test-1104.points,139375.3152886832,109676.5,1.2707855856877561,1.2567323954498435
test-1105.points,136792.47406146402,108585.5,1.2597674096584168,1.1016751869156591
test-1106.points,137641.45805207329,109488.0,1.2571373853945025,1.3366602137165906
test-1107.points,130662.8309455587,107748.5,1.2126649646682663,1.211285214330835
test-1108.points,134950.6386777986,107406.5,1.2564475956091912,1.2702224117739132
test-1109.points,138421.55246501364,110098.0,1.2572576474142458,1.2670323292804562
test-1110.points,140122.78376022523,111788.5,1.2534633147436922,1.1182856706010664
test-1111.points,140233.24640473395,110569.5,1.2682814555979176,1.3092955597971054
test-1112.points,145678.4279475982,112791.0,1.291578476541552,1.188289581498625
test-1113.points,133158.31994715967,106729.5,1.2476243208031488,1.2543740290769332
test-1114.points,141124.34899328862,110558.0,1.2764734256524957,1.1111411602252752
test-1115.points,133726.22045028134,110427.5,1.2109865789797047,1.2757832679067853
test-1116.points,130562.80209755039,107318.5,1.216591753495906,1.1884791809559403
test-1117.points,134107.5291319857,106200.0,1.2627827601881894,1.1517052844784974
test-1118.points,137517.9646017697,106855.0,1.286958631807306,1.389913589377356
test-1119.points,137591.54877294286,111418.5,1.2349075671719045,1.261167083348587
test-1120.points,141216.35531970882,113651.0,1.2425438871607712,1.2029655288135006
test-1121.points,129725.79625779623,106224.0,1.221247517112858,1.155075238715059
test-1122.points,139221.52183620603,109359.0,1.2730687171262176,1.1836194832037192
test-1123.points,131410.93130779392,108782.5,1.2080153637560629,1.1133179435371172
test-1124.points,136347.71269861778,110065.0,1.2387926470596264,1.1408946113242473
test-1125.points,137774.89310504394,108136.5,1.2740831551330396,1.2098362355239234
test-1126.points,129081.04356846467,105320.0,1.2256080855342257,1.1976493974623925
test-1127.points,134127.34208735864,106345.5,1.2612413509491107,1.2366462749449285
test-1128.points,139464.05034136708,111877.5,1.246578180075235,1.1664116287422124
test-1129.points,137251.23862742007,110219.0,1.2452593348462613,1.1528207972363989
test-1130.points,136580.7321280639,110178.5,1.2396314356073452,1.2303928917400253
test-1131.points,133785.3778820638,107849.0,1.2404878847468572,1.193543646873832
test-1132.points,139883.4766996489,108412.0,1.2902951398336797,1.130881666723635
test-1133.points,139856.77771139945,109689.0,1.275030109777639,1.1716642496056426
test-1134.points,138907.35544041448,109745.5,1.265722562113385,1.2588903809710161
test-1135.points,132938.39205254865,106488.0,1.2483884761902622,1.2297047136629278
test-1136.points,137972.31656457708,110760.0,1.2456872206986014,1.2765390704251394
test-1137.points,137360.35786657987,110743.0,1.2403525086604108,1.212154167044178
test-1138.points,139938.299758907,114367.5,1.2235844952360329,1.0958357736428974
test-1139.points,135775.71009094839,108613.5,1.2500813443167598,1.4167580490373994
test-1140.points,135022.56770538242,107631.0,1.2544951520043706,1.258550695456828
test-1141.points,137995.12953367873,109743.0,1.2574390123623258,1.1594955155430908
